Name,Score,Genres,Type,Episodes,Producers,Studios,Source,Duration,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch
Eureka Seven AO,6.7,"Action, Adventure, Drama, Mecha, Sci-Fi",TV,24.0,"Bandai Visual, Kadokawa Shoten, Mainichi Broadcasting System, Bandai, Sony Music Entertainment, Bandai Namco Games, Sammy, Hakuhodo DY Media Partners, Bandai Channel",Bones,Manga,24 min. per ep.,4903.0,1607.0,83704,207,4886,45239,4104,5139,24336
Sakasama no Patema,8.05,"Adventure, Sci-Fi",Movie,1.0,"Directions, Asmik Ace, Good Smile Company","Studio Rikka, Purple Cow Studio Japan",Original,1 hr. 39 min.,472.0,673.0,217778,1199,5295,132291,1858,654,77680
Gregory Horror Show: The Second Guest,6.64,"Mystery, Comedy, Horror, Demons, Supernatural",TV,25.0,"VAP, TV Asahi",Milky Cartoon,Original,3 min. per ep.,5174.0,9698.0,1416,8,56,912,32,54,362
Gregory Horror Show: The Last Train,6.3,"Mystery, Comedy, Horror, Demons, Supernatural, Vampire",TV,26.0,"VAP, TV Asahi",Milky Cartoon,Original,3 min. per ep.,6889.0,10030.0,1219,5,38,747,23,59,352
Gregory Horror Show: The Bloody Karte,5.79,"Mystery, Comedy, Horror, Demons, Supernatural",Special,12.0,"VAP, TV Asahi",Milky Cartoon,Original,3 min. per ep.,8867.0,10669.0,902,1,26,556,12,44,264
Kyoukaisenjou no Horizon II,7.55,"Action, Fantasy, Sci-Fi",TV,13.0,"Bandai Visual, Lantis, ASCII Media Works, Sony PCL",Sunrise,Light novel,24 min. per ep.,1426.0,1791.0,72010,347,3283,44861,2280,1846,19740
Garakuta-doori no Stain: Epilogue,6.15,Comedy,OVA,1.0,"Bandai Visual, Lantis, ASCII Media Works, Sony PCL",Shin-Ei Animation,Manga,31 min.,7568.0,13064.0,344,1,16,191,5,29,103
Crayon Shin-chan Movie 20: Arashi wo Yobu! Ora to Uchuu no Princess,6.6,"Comedy, Seinen",Movie,1.0,"Bandai Visual, Lantis, ASCII Media Works, Sony PCL",Shin-Ei Animation,Manga,1 hr. 50 min.,5381.0,8192.0,2584,1,49,1968,30,71,466
Ai Mai! Moe Can Change!,5.56,"Comedy, Sci-Fi",OVA,1.0,Frontier Works,Asread,Game,24 min.,9524.0,5813.0,6573,10,147,4559,69,99,1699
Mirai Nikki (TV): Ura Mirai Nikki,6.52,"Action, Comedy, Supernatural",Special,10.0,Frontier Works,Asread,Manga,2 min. per ep.,5786.0,2236.0,50870,90,645,38653,608,629,10335
C³: Rikan Gakkou Confusion!,6.75,"Action, Comedy, Supernatural, Ecchi, School",Special,1.0,Frontier Works,SILVER LINK.,Light novel,30 min.,4660.0,3242.0,25439,10,339,20298,230,159,4413
Tentoumushi no Otomurai,5.25,"Music, Dementia",Movie,1.0,Frontier Works,Gallop,Original,5 min.,10232.0,12091.0,508,1,12,398,1,18,79
Time-Patrol Bon: Fujiko F. Fujio Anime Special - SF Adventure,6.509999194911844,"Action, Adventure",Special,1.0,Frontier Works,Gallop,Manga,1 hr. 35 min.,12486.0,14540.0,221,0,11,64,6,45,95
Sakamichi no Apollon,8.36,"Drama, Josei, Music, Romance, School",TV,12.0,"Dentsu, Fuji TV, Toho, DAX Production, Sony Music Entertainment","Tezuka Productions, MAPPA",Manga,22 min. per ep.,176.0,494.0,284901,5914,11918,159591,7785,5322,100285
"Dakara Boku wa, H ga Dekinai.",6.64,"Comedy, Supernatural, Romance, Ecchi",TV,12.0,"Geneon Universal Entertainment, Sotsu, Lantis, AT-X, KlockWorx, Fujimi Shobo",feel.,Light novel,25 min. per ep.,5177.0,414.0,332158,825,16228,229141,9338,18247,59204
Jisshuusei,5.24,Hentai,OVA,1.0,"Geneon Universal Entertainment, Sotsu, Lantis, AT-X, KlockWorx, Fujimi Shobo",Image House,Visual novel,30 min.,868.0,11803.0,573,0,41,222,32,68,210
Benkei tai Ushiwaka,5.4,"Action, Comedy",Movie,1.0,"Geneon Universal Entertainment, Sotsu, Lantis, AT-X, KlockWorx, Fujimi Shobo",Lerche,Other,13 min.,9925.0,10431.0,1018,1,25,757,12,51,173
Punky Funky Baby,4.8,Hentai,OVA,1.0,"Geneon Universal Entertainment, Sotsu, Lantis, AT-X, KlockWorx, Fujimi Shobo",Lerche,Original,25 min.,869.0,11834.0,561,0,31,250,19,72,189
Fate/Prototype,6.73,"Action, Supernatural, Magic, Romance, Fantasy, Shounen",OVA,1.0,Notes,Lerche,Original,12 min.,4761.0,1546.0,88819,113,1695,63359,699,391,22675
Himitsu no Akko-chan (Movie),6.03,"Magic, School, Shoujo",Movie,1.0,Notes,Toei Animation,Light novel,25 min.,8119.0,11910.0,547,0,25,237,7,36,242
Itsuka Tenma no Kuro Usagi Picture Drama,6.17,"Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire",Special,6.0,Notes,Zexcs,Light novel,10 min. per ep.,7489.0,6016.0,6006,1,276,2868,172,141,2549
Asa made Jugyou Chu!,6.13,"Comedy, Ecchi, Romance, School",OVA,1.0,Media Factory,GoHands,Manga,29 min.,7672.0,2431.0,43583,90,1260,32806,449,465,8603
Inazuma Eleven Go Specials,6.69,"Sports, Super Power, Shounen",Special,2.0,Media Factory,OLM,Manga,23 min. per ep.,4969.0,6629.0,4743,9,115,3341,69,118,1100
3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,6.07,"Adventure, Kids",Movie,1.0,Group TAC,SynergySP,Manga,43 min.,7943.0,11754.0,585,3,29,247,13,87,209
Ojamajo Doremi OVA,6.68,"Kids, Magic",OVA,3.0,Group TAC,SynergySP,Manga,13 min. per ep.,5008.0,9410.0,1595,3,36,743,31,71,714
Ijime: Ikenie no Kyoushitsu,5.21,"Drama, Shoujo",OVA,1.0,Shogakukan-Shueisha Productions,SynergySP,Manga,14 min.,10320.0,9631.0,1466,1,32,1105,16,37,276
Tora-chan to Hanayome,5.56,Drama,Movie,1.0,Shogakukan-Shueisha Productions,Brain's Base,Original,17 min.,9524.0,10719.0,895,2,31,642,5,50,167
Sengoku Collection,6.44,"Fantasy, Parody, Samurai",TV,26.0,"TV Tokyo, Nihon Ad Systems, ZERO-A",Brain's Base,Game,24 min. per ep.,6234.0,3518.0,21564,26,1897,6027,1669,3539,8432
Morizo to Kikkoro,6.509999194911844,Kids,TV,52.0,"TV Tokyo, Nihon Ad Systems, ZERO-A",Sunrise,Music,5 min. per ep.,15664.0,15440.0,169,0,15,51,3,40,60
Egomama,6.99,Music,Music,1.0,U/M/A/A Inc.,Sunrise,Music,4 min.,3674.0,8408.0,2395,4,28,2040,13,27,287
"Mogyutto ""Love"" de Sekkinchuu!",7.21,Music,Music,1.0,Lantis,Sunrise,Music,6 min.,2752.0,4591.0,11747,15,135,9770,57,106,1679
Happening Star ☆,6.509999194911844,"Comedy, Sci-Fi",OVA,1.0,Lantis,OLM,Game,50 min.,14273.0,15547.0,161,0,9,41,3,40,68
Danball Senki W,7.05,"Action, Kids, Mecha",TV,58.0,Lantis,OLM,Game,20 min. per ep.,3457.0,6735.0,4559,31,269,2651,216,258,1165
Tongari Boushi no Memole: Marielle no Housekibako,6.509999194911844,"Magic, Fantasy, Shoujo",OVA,1.0,Lantis,Toei Animation,Manga,1 hr. 15 min.,12577.0,12408.0,449,0,20,175,8,42,204
Nisoku Hokou,6.55,Music,Music,1.0,Lantis,Toei Animation,Manga,3 min.,5603.0,9243.0,1720,1,12,1535,7,19,147
Light Lag,6.39,Music,Music,1.0,U/M/A/A Inc.,Toei Animation,Manga,3 min.,6490.0,9794.0,1370,1,13,1191,4,21,141
Patalliro! Stardust Keikaku,6.51,"Adventure, Comedy, Romance, Shoujo, Shounen Ai",Movie,1.0,U/M/A/A Inc.,Toei Animation,Manga,48 min.,5828.0,10349.0,1057,1,35,351,27,81,563
"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal",6.32,Comedy,Special,1.0,"Pony Canyon, DAX Production",Doga Kobo,Visual novel,3 min.,6807.0,3541.0,21338,30,351,14574,232,173,6008
Amagami SS+ Plus: Extra Episode+ Plus,7.23,Romance,Special,6.0,"Pony Canyon, DAX Production",AIC,Visual novel,3 min. per ep.,2639.0,3012.0,29479,27,654,22009,417,254,6145
Pokemon Movie 15: Kyurem vs. Seikenshi,6.44,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1.0,"TV Tokyo, Shogakukan-Shueisha Productions, Toho, Studio Jack",OLM,Game,1 hr. 11 min.,6230.0,2790.0,33728,9,205,29809,168,169,3377
Papa no Iukoto wo Kikinasai!: Pokkapoka,7.2,"Comedy, Romance, Slice of Life",Special,1.0,"TV Tokyo, Shogakukan-Shueisha Productions, Toho, Studio Jack",feel.,Light novel,24 min.,2781.0,2743.0,34813,21,458,28691,250,120,5294
Ozma,6.11,"Action, Sci-Fi, Adventure",TV,6.0,"WOWOW, Pony Canyon, Planet, Viki, Slow Curve, Cyclone Graphics","Gonzo, LandQ studios",Original,24 min. per ep.,7746.0,4287.0,13949,8,699,7542,639,1323,3746
Joshiraku,7.49,"Slice of Life, Comedy, Shounen",TV,13.0,"Starchild Records, Mainichi Broadcasting System, Kodansha, KlockWorx",J.C.Staff,Manga,24 min. per ep.,1598.0,1452.0,95565,415,6526,34587,4734,4615,45103
Yumeyume,6.23,Music,Music,1.0,"U/M/A/A Inc., Studio Moriken",Sunrise,Original,3 min.,7234.0,9356.0,1632,0,15,1443,6,25,143
Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland,6.45,"Comedy, Parody, Fantasy",OVA,1.0,"U/M/A/A Inc., Studio Moriken",Sunrise,Original,28 min.,6157.0,2014.0,59400,49,740,44910,531,673,12546
Kiss Dum R: Meguriahi,6.15,"Mecha, Military, Sci-Fi",Special,1.0,Bandai Visual,Satelight,Original,23 min.,7577.0,10327.0,1063,0,42,490,24,38,469
Tight-rope,7.07,"Romance, Shounen Ai",OVA,2.0,Bandai Visual,PrimeTime,Manga,23 min. per ep.,3337.0,2590.0,38770,131,715,30564,226,280,6985
Tales of Gekijou,6.61,Comedy,Special,5.0,Bandai Visual,Sunrise,Game,5 min. per ep.,5311.0,7052.0,4046,8,136,2197,90,76,1547
Tales of Symphonia The Animation: Sekai Tougou-hen Specials,7.04,Comedy,Special,3.0,Bandai Visual,ufotable,Game,6 min. per ep.,3485.0,6193.0,5580,5,193,3025,165,91,2106
Uta no☆Prince-sama♪ Maji Love 2000%,7.25,"Comedy, Harem, Music, Romance, School, Shoujo",TV,13.0,"Showgate, King Records",A-1 Pictures,Visual novel,25 min. per ep.,2562.0,1454.0,96030,655,4692,68402,3054,3966,15916
The Hakkenden: Shin Shou,6.51,"Action, Adventure, Historical, Demons, Martial Arts, Samurai, Shounen",OVA,7.0,Pioneer LDC,AIC,Novel,30 min. per ep.,5860.0,8690.0,2102,3,83,951,40,47,981
Initial D: Project D to the Next Stage - Project D e Mukete,7.5,"Action, Cars, Sports, Drama, Seinen",Special,1.0,"OB Planning, Fuji TV",DLE,Manga,1 hr. 10 min.,1580.0,5421.0,7808,1,194,4776,83,154,2601
Thermae Romae Specials,6.9,"Comedy, Historical, Seinen",Special,2.0,"OB Planning, Fuji TV",DLE,Light novel,24 min. per ep.,4049.0,7886.0,2943,0,77,1858,70,59,879
High School DxD OVA,7.3,"Comedy, Demons, Ecchi, Romance, School",OVA,2.0,"Genco, Lantis, AT-X",TNK,Light novel,23 min. per ep.,2335.0,702.0,209100,580,14602,168222,3212,1731,21333
Bari Bari Densetsu (1987),6.62,"Action, Drama, Shounen, Sports",Movie,1.0,"Genco, Lantis, AT-X",Studio Pierrot,Manga,1 hr. 25 min.,5281.0,9427.0,1592,9,64,677,28,55,768
Phi Brain: Kami no Puzzle - Orpheus Order-hen,7.29,"Action, Game, Mystery, Shounen",TV,25.0,NHK,Sunrise,Original,25 min. per ep.,2398.0,2449.0,43112,46,2318,26488,2115,1926,10265
Mahoutsukai Jiji,6.05,"Music, Magic, Fantasy",ONA,1.0,NHK,Toei Animation,Manga,6 min.,8036.0,9568.0,1490,0,28,1085,9,26,342
Zokuzoku Mura no Obake-tachi,6.509999194911844,Fantasy,OVA,12.0,NHK,Toei Animation,Manga,20 min. per ep.,13158.0,15221.0,182,0,13,46,2,45,76
0-sen Hayato,6.509999194911844,"Historical, Military",TV,38.0,P Productions,Eiken,Manga,15 min. per ep.,13184.0,11687.0,599,2,22,161,35,124,257
Yuuyake Banchou,6.509999194911844,Action,TV,26.0,P Productions,Eiken,Novel,10 min. per ep.,13083.0,13098.0,339,0,15,67,18,69,170
Yuusei Kamen,6.509999194911844,Sci-Fi,TV,39.0,P Productions,Eiken,Novel,25 min. per ep.,13089.0,12899.0,367,0,23,97,26,90,131
Yumemakura Baku Twilight Gekijou,5.68,"Horror, Psychological",OVA,4.0,Dynamic Planning,"Studio Pierrot, D.A.S.T.",Novel,15 min. per ep.,9232.0,10611.0,939,0,41,230,31,54,583
Youyou no Neko Tsumami,6.509999194911844,"Slice of Life, Comedy",TV,130.0,Nippon Television Network,"Visual 80, Telescreen",Manga,5 min. per ep.,13017.0,13877.0,267,0,14,72,8,61,112
Yoshimoto Muchikko Monogatari,6.509999194911844,Comedy,TV,47.0,TV Tokyo,Shin-Ei Animation,Manga,40 min. per ep.,13002.0,14662.0,212,1,11,59,3,59,80
Sora no Otoshimono Final: Eternal My Master,6.77,"Comedy, Ecchi, Harem, Sci-Fi, Shounen, Supernatural",Movie,1.0,Nippon Columbia,Production IMS,Manga,49 min.,4595.0,1670.0,79740,296,1449,49781,767,579,27164
Yasashii Lion,5.51,"Fantasy, Kids, Music",Movie,1.0,Mushi Production,Toei Animation,Picture book,27 min.,9642.0,11936.0,538,0,14,322,6,56,140
Yankee Reppuu-tai,6.509999194911844,"Adventure, Drama, Shounen",OVA,6.0,Mushi Production,Toei Animation,Manga,50 min. per ep.,12939.0,13159.0,333,1,16,55,7,50,205
Yanbou Ninbou Tonbou,6.509999194911844,Fantasy,TV,39.0,Image Kei,J.C.Staff,Radio,25 min. per ep.,12960.0,14761.0,208,0,12,58,7,55,76
Yajikita Gakuen Douchuuki,5.72,"Adventure, Martial Arts, School, Shoujo",OVA,2.0,Image Kei,J.C.Staff,Manga,40 min. per ep.,9113.0,10803.0,864,0,41,243,18,54,508
Xevious,6.509999194911844,"Action, Adventure, Sci-Fi, Space",Movie,1.0,KENMedia,Radix,Game,1 hr. 15 min.,12883.0,12499.0,435,0,24,56,11,56,288
Chinkoroheibei Tamatebako,5.22,"Kids, Fantasy, Comedy",Movie,1.0,KENMedia,Radix,Original,8 min.,10304.0,11330.0,693,0,17,513,9,44,110
Wonder-kun no Hatsu Yume Uchuu Ryokou,6.509999194911844,Adventure,Special,1.0,Mushi Production,Radix,Original,11 min.,12867.0,13920.0,268,0,12,81,5,59,111
Wonder Bebil-kun,6.509999194911844,"Comedy, Fantasy",TV,30.0,"Aniplex, Dentsu, NHK",Radix,Manga,25 min. per ep.,12856.0,14193.0,244,0,16,53,10,56,109
Shirokuma Cafe,7.94,"Slice of Life, Comedy, Josei",TV,50.0,"TV Tokyo, Avex Entertainment",Studio Pierrot,Manga,24 min. per ep.,613.0,1734.0,75553,865,9590,14427,9319,7639,34578
Shakugan no Shana-tan III (Final): Final Destruction,7.06,"Comedy, Parody",Special,2.0,"TV Tokyo, Avex Entertainment",J.C.Staff,Original,8 min. per ep.,3417.0,3836.0,17880,17,337,10942,305,253,6043
Ushiro no Hyakutarou,6.509999194911844,"Horror, School, Supernatural",OVA,2.0,"TV Tokyo, Avex Entertainment",Bones,Original,30 min. per ep.,12738.0,14287.0,238,0,17,51,5,45,120
Umeboshi Denka,6.509999194911844,"Comedy, Slice of Life",TV,26.0,"Tokyo Movie Shinsha, Studio Zero",Bones,Original,25 min. per ep.,12708.0,13419.0,308,0,17,89,7,79,116
Ultraman USA,5.63,"Action, Adventure, Sci-Fi",Movie,1.0,Tsuburaya Productions,Bones,Other,1 hr. 20 min.,9324.0,10776.0,862,0,39,379,20,64,360
Star Driver the Movie,6.67,"Action, Mecha, Romance, Shounen",Movie,1.0,"Aniplex, Dentsu, Square Enix, Mainichi Broadcasting System, Bandai Namco Entertainment",Bones,Original,2 hr. 30 min.,5030.0,4708.0,11133,7,277,4695,183,155,5823
One Piece Film: Z,8.18,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Movie,1.0,Shueisha,Toei Animation,Manga,1 hr. 47 min.,326.0,826.0,181778,674,2674,162507,589,447,15561
Umeboshi Denka: Uchuu no Hate kara Panparopan!,6.509999194911844,Comedy,Movie,1.0,Shueisha,"Tatsunoko Production, Dongwoo A&E",Game,30 min.,12709.0,14600.0,218,0,12,73,4,45,84
Pretty Rhythm: Dear My Future,6.68,"Slice of Life, Sports, Music, Shoujo",TV,51.0,Shueisha,"Tatsunoko Production, Dongwoo A&E",Game,23 min. per ep.,5018.0,5731.0,6813,38,428,3456,374,494,2061
Ai wa KAT-TUN,5.18,Comedy,ONA,5.0,Shueisha,ufotable,Other,53 sec. per ep.,10362.0,8493.0,2308,8,56,1473,30,83,666
Tsuki no Sango,6.12,Drama,Movie,1.0,Shueisha,ufotable,Other,3 min.,7728.0,6972.0,4141,5,132,1906,66,45,1992
Ginga e Kickoff!!,7.24,"Sports, Shounen",TV,39.0,"NHK, Nihon Ad Systems",TYO Animations,Novel,25 min. per ep.,2611.0,3630.0,20414,97,1603,10591,1155,1350,5715
Bokura no: Tsuisou,6.11,"Sci-Fi, Psychological, Drama, Mecha",Special,1.0,"NHK, Nihon Ad Systems",Gonzo,Manga,23 min.,7742.0,7926.0,2877,1,60,1494,60,100,1163
Dantalian no Shoka: Ibarahime,7.18,"Action, Historical, Mystery",OVA,1.0,"TV Tokyo, Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx",Gainax,Light novel,24 min.,2852.0,3718.0,19395,12,264,14246,181,95,4609
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA,5.85,"Comedy, Drama, Harem, Romance, Sci-Fi",OVA,4.0,Radix,A-1 Pictures,Visual novel,12 min. per ep.,8675.0,10399.0,1027,2,41,480,32,39,435
Tsuritama,7.7,"Comedy, Sci-Fi, Slice of Life, Sports",TV,12.0,"Aniplex, Dentsu, Fuji TV, Sakura Create",A-1 Pictures,Original,23 min. per ep.,1016.0,1042.0,143088,2286,7906,63453,6727,6754,58248
Dynamic Super Robots Soushingekki,6.38,"Action, Mecha, Sci-Fi, Shounen",Special,3.0,"Bandai Visual, Bee Media, Dynamic Planning",Eiken,Web manga,2 min. per ep.,6502.0,10450.0,1011,0,34,581,25,46,325
Uchuu Shounen Soran,6.509999194911844,"Action, Adventure, Sci-Fi",TV,96.0,"Bandai Visual, Bee Media, Dynamic Planning",Eiken,Web manga,25 min. per ep.,12684.0,12743.0,391,2,21,97,30,94,149
Danshi Koukousei no Nichijou Specials,7.86,"Comedy, School, Shounen, Slice of Life",Special,6.0,"Bandai Visual, Bee Media, Dynamic Planning",Sunrise,Web manga,3 min. per ep.,723.0,1349.0,104089,181,2465,81243,1477,707,18197
Uchuu Patrol Hopper,6.509999194911844,"Sci-Fi, Space",TV,44.0,"Bandai Visual, Bee Media, Dynamic Planning",Toei Animation,Manga,25 min. per ep.,12667.0,12618.0,412,2,23,90,14,91,194
Ucchare Goshogawara,6.509999194911844,"Martial Arts, School, Shounen, Sports",OVA,1.0,"Bandai Visual, Bee Media, Dynamic Planning",J.C.Staff,Manga,50 min.,12640.0,13053.0,344,0,19,81,7,52,185
TWD Express Rolling Takeoff,6.509999194911844,"Adventure, Sci-Fi",Movie,1.0,"Bandai Visual, Bee Media, Dynamic Planning",Gallop,Manga,55 min.,12661.0,14170.0,249,0,15,71,2,42,119
Tsushima Maru: Sayounara Okinawa,6.509999194911844,Historical,Movie,1.0,"Bandai Visual, Bee Media, Dynamic Planning",Odolttogi,Other,1 hr. 10 min.,12639.0,13368.0,312,0,15,83,3,42,169
Tsuki ga Noboru made ni,6.38,"Drama, Historical",OVA,1.0,"OB Planning, Grouper Productions",Odolttogi,Other,40 min.,6500.0,10838.0,843,0,32,356,21,34,400
Sekiei Ayakashi Mangatan,5.78,"Fantasy, Historical, Supernatural",ONA,3.0,"OB Planning, Grouper Productions",Odolttogi,Manga,5 min. per ep.,8900.0,7550.0,3337,4,123,2287,50,95,782
Madang-eul Naon Amtalg,7.62,"Adventure, Kids, Drama, Fantasy",Movie,1.0,"MK Pictures, Myung Films",Odolttogi,Book,1 hr. 33 min.,1231.0,7679.0,3186,16,93,1632,27,86,1348
Yoru no Hi,4.94,Psychological,Movie,1.0,"MK Pictures, Myung Films",Seven,4-koma manga,3 min.,10645.0,10054.0,1193,3,20,887,7,28,251
Morita-san wa Mukuchi. Specials,6.45,"Comedy, School, Slice of Life",Special,2.0,"DAX Production, Takeshobo",Seven,4-koma manga,3 min. per ep.,6201.0,7179.0,3880,0,67,2894,56,41,822
Saint Seiya Omega,6.28,"Action, Adventure, Fantasy, Shounen",TV,97.0,"Dentsu, TV Asahi",Toei Animation,Manga,23 min. per ep.,6998.0,2550.0,39732,178,4467,16861,2927,7107,8370
Utakata Hanabi,6.48,Music,Music,1.0,Sony Music Entertainment,Madhouse,Original,6 min.,5991.0,8673.0,2126,4,24,1781,21,23,277
AWOL,5.62,"Action, Space, Military, Sci-Fi",TV,12.0,"BeSTACK, d-rights",Studio Deen,Original,30 min. per ep.,9362.0,10597.0,945,1,56,224,17,86,562
Cele Kano,6.37,Hentai,OVA,2.0,Digital Works,Studio Comet,Manga,26 min. per ep.,870.0,7267.0,3729,7,326,2132,194,153,924
First Love,6.81,Hentai,OVA,3.0,"Digital Works, Y.O.U.C, Pashmina",Studio Comet,Manga,27 min. per ep.,871.0,5766.0,6691,44,819,3155,395,277,2045
Ojousama☆Yomeiri Kousou!,6.94,Hentai,OVA,2.0,Mary Jane,Studio Comet,Light novel,16 min. per ep.,872.0,5103.0,9128,38,761,4875,457,313,2722
Kansen 5: The Daybreak,6.47,Hentai,OVA,3.0,Mary Jane,Studio Comet,Visual novel,16 min. per ep.,873.0,5822.0,6536,25,1540,2036,575,323,2062
Jewelpet Kira☆Deco!,6.66,"Fantasy, Magic, Shoujo",TV,52.0,"TV Tokyo, Sotsu, Sanrio",Studio Comet,Original,24 min. per ep.,5086.0,7864.0,2955,17,193,1119,147,248,1248
Jewelpet Movie: Sweets Dance Princess,6.04,"Fantasy, Magic, Shoujo",Movie,1.0,"Sotsu, TV Osaka, Sanrio, FuRyu",Studio Comet,Original,1 hr. 3 min.,8051.0,10218.0,1105,2,41,349,24,69,622
Arcana Famiglia,6.28,"Action, Harem, Supernatural, Romance, Shoujo",TV,12.0,"Frontier Works, Movic, Warner Bros. Japan, Showgate",J.C.Staff,Visual novel,24 min. per ep.,6964.0,864.0,172137,340,8590,107445,6743,15593,33766
Himitsu no Akko-chan: Umi da! Obake da!! Natsu Matsuri,5.89,"Magic, Shoujo",Movie,1.0,"Frontier Works, Movic, Warner Bros. Japan, Showgate",Toei Animation,Manga,24 min.,8568.0,12470.0,439,0,19,177,10,34,199
Naruto SD: Rock Lee no Seishun Full-Power Ninden,7.14,"Action, Comedy, Parody",TV,51.0,"TV Tokyo, Shueisha",Studio Pierrot,Manga,24 min. per ep.,3032.0,1898.0,64979,323,5579,35502,5427,7677,10794
Kono Shihai kara no Sotsugyou: Ozaki Yutaka,6.509999194911844,"Historical, Slice of Life",OVA,1.0,"TV Tokyo, Shueisha",Toei Animation,Manga,33 min.,15144.0,11659.0,608,1,24,79,15,31,459
Katte ni Kaizou Specials,6.42,"Comedy, Parody, School, Sci-Fi, Shounen",Special,3.0,"TV Tokyo, Shueisha",Shaft,Manga,7 min. per ep.,6330.0,8175.0,2603,2,81,1010,66,67,1379
Sono Mukou no Mukougawa,5.55,Music,Music,1.0,Mag Garden,PoRO,Visual novel,1 min.,9557.0,12599.0,417,1,13,291,1,17,95
Dark Blue,5.93,Hentai,OVA,2.0,Mag Garden,PoRO,Visual novel,30 min. per ep.,874.0,5609.0,7172,16,622,4125,307,316,1802
Please ♥♥♥♥ Me!,6.83,Hentai,OVA,2.0,Mag Garden,Collaboration Works,Visual novel,30 min. per ep.,875.0,4281.0,14050,126,1233,8596,589,455,3177
Aneki no Kounai Kaikinbi,5.49,Hentai,OVA,1.0,"ChiChinoya, SPEED",Sparky Animation,Original,17 min.,876.0,5659.0,7020,41,445,4701,240,309,1325
Arashi no Yoru ni: Himitsu no Tomodachi,6.76,"Adventure, Drama",TV,26.0,"Bandai Visual, Dentsu, TV Osaka, MediaNet, AT-X, Duckbill Entertainment, Baku Enterprise",Sparky Animation,Book,23 min. per ep.,4602.0,8486.0,2295,8,159,763,132,321,920
Battle Break,6.509999194911844,"Action, Kids",ONA,1.0,"Bandai Visual, Dentsu, TV Osaka, MediaNet, AT-X, Duckbill Entertainment, Baku Enterprise",OLM,Manga,18 min.,13413.0,13019.0,350,0,15,148,8,39,140
Anime Koukyoushi: Jungle Taitei,6.51,"Adventure, Kids, Shounen",OVA,1.0,Tezuka Productions,Madhouse,Manga,51 min.,5847.0,10801.0,862,3,28,442,18,63,311
Bishoujo Animerama: Miyuki-chan SOS-H Shichauzo,4.79,Hentai,OVA,1.0,Tezuka Productions,Studio Deen,Manga,30 min.,877.0,11653.0,605,2,33,260,28,88,196
Aimai Elegy,6.54,Music,Music,1.0,Tezuka Productions,Studio Deen,Manga,3 min.,5655.0,8067.0,2704,3,16,2373,21,36,258
Sankarea OVA,7.25,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",OVA,2.0,"Lantis, Pony Canyon, TBS, Kodansha, BS-TBS",Studio Deen,Manga,24 min. per ep.,2556.0,1528.0,90529,52,2527,72088,1666,717,13531
Peace Hame!,7.12,Hentai,OVA,6.0,Queen Bee,Studio 9 MAiami,Manga,20 min. per ep.,878.0,5138.0,8865,87,949,4891,445,408,2172
Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura Specials,7.17,"Sports, Shounen",Special,2.0,M.S.C,Production I.G,Original,3 min. per ep.,2920.0,6953.0,4152,2,77,2844,52,87,1092
Fushigi na Kusuri,5.47,"Slice of Life, Comedy",Movie,1.0,M.S.C,Studio Deen,Original,15 min.,9784.0,12405.0,451,0,11,307,4,34,95
Kitsutsuki Keikaku,5.43,"Slice of Life, Comedy",Movie,1.0,M.S.C,Studio Deen,Original,15 min.,9870.0,12924.0,363,1,10,235,5,31,82
